label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.QQQ.avg,exposure.QQQ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,,0.00128345,0.01035393,0.00118977,0.00734422,125399.31693736,81500.00000000,43899.31693736,0.53864193,0.00842480,0.06200825,0.14873678,0.22107731,0.20593039,0.01386913,-0.60744961,3875,2009,0.43055234,2008,-0.31920661,1407102.81110290,140.62675394,1.16627287,0.00172548,0.66423703,0.39868057,,,,,0.33447080,0.07854543
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2000-01-03,2011-12-30,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,QQQ<SMA200,0.04668347,0.33885353,0.04658999,0.33885378,127952.48841814,81500.00000000,46452.48841814,0.56996918,0.03989556,0.06483006,0.30205979,0.18886565,0.41618051,0.11125377,-0.35859959,897,2009,0.35722705,2008,-0.29133359,1424745.28850837,140.82718355,1.06193731,0.00172794,0.71029062,0.39857478,,,,,0.28852586,0.00015691
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,,0.00132751,0.01035393,0.00123552,0.00734422,125163.46338286,81500.00000000,43663.46338286,0.53574802,0.00627550,0.06174439,0.14119454,0.22662780,0.19510095,0.01033090,-0.60744961,3877,2009,0.43055678,2008,-0.31920831,1745990.93135711,174.50954576,1.47561743,0.00214122,0.65387846,0.19901312,,,,,0.34478358,0.07854543
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2000-01-03,2011-12-30,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,QQQ<SMA200,0.04700040,0.41196349,0.04690848,0.41196375,127225.21052806,81500.00000000,45725.21052806,0.56104553,0.03750850,0.06403262,0.28679835,0.19510401,0.39414887,0.10460356,-0.35857770,896,2009,0.35719988,2008,-0.29129489,1778999.10843380,176.33958127,1.35540237,0.00216368,0.70021999,0.19959144,,,,,0.29854830,0.00015691
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,,0.00150401,0.01166646,0.00131057,0.01101633,123628.00524231,81500.00000000,42128.00524231,0.51690804,-0.01936102,0.06001309,0.08761368,0.30342465,0.12116726,-0.02503118,-0.77347623,,2009,0.66626427,2008,-0.45391339,1021778.64704139,101.91980515,0.89697626,0.00125055,0.56058104,0.39806101,,,,,0.43790748,0.11285581
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.06573298,0.44573292,0.06564005,0.44573348,131472.29291751,81500.00000000,49972.29291751,0.61315697,0.03573900,0.06862026,0.26593544,0.25256075,0.36654609,0.07097871,-0.50351718,1098,2009,0.54596910,2008,-0.42012174,1049635.10547926,103.11604269,0.76929390,0.00126523,0.62588474,0.39858217,,,,,0.37292639,0.00022908
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,,0.00155472,0.01166646,0.00136551,0.01101633,133246.47459671,81500.00000000,51746.47459671,0.63492607,-0.01401466,0.07048874,0.12055237,0.32661174,0.16685392,-0.01811905,-0.77347623,,2009,0.68747417,2008,-0.45794734,1794234.51720128,179.46970704,1.54226350,0.00220208,0.50926017,0.19803419,,,,,0.48917345,0.11285581
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.06804230,0.44573292,0.06795373,0.44573348,139400.35426219,81500.00000000,57900.35426219,0.71043379,0.03887189,0.07676488,0.27692413,0.27855869,0.38179159,0.07664352,-0.50717775,1080,2009,0.56562893,2008,-0.42438512,1930037.96448745,191.48862361,1.41817170,0.00234955,0.57681982,0.19857296,,,,,0.42193648,0.00022908
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,,0.00140225,0.01415654,0.00125034,0.01114673,117056.41053906,81500.00000000,35556.41053906,0.43627498,0.01125973,0.05232452,0.15766769,0.20633380,0.21835190,0.02113807,-0.53267571,3867,2009,0.40402093,2008,-0.30738366,821606.14223270,82.25209686,0.68600512,0.00100923,0.68505084,0.39847358,,,,,0.31354165,0.08439342
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,full,full,2000-01-03,2011-12-30,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,QQQ<SMA200,0.03943911,0.21033709,0.03935605,0.21033758,113883.82971030,81500.00000000,32383.82971030,0.39734760,0.03159610,0.04843921,0.26353295,0.17940594,0.36132563,0.08786886,-0.35958251,1100,2009,0.32736274,2008,-0.29482223,802313.29581573,78.67467042,0.61794606,0.00096533,0.72391138,0.39917094,,,,,0.27490252,0.00015377
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,,0.00136992,0.01415654,0.00121838,0.01114673,117311.80963815,81500.00000000,35811.80963815,0.43940871,0.01141092,0.05263218,0.15847533,0.20667795,0.21946745,0.02142189,-0.53267571,3867,2009,0.40400794,2008,-0.30738566,843729.63945113,84.52784512,0.70454452,0.00103715,0.68443365,0.35937216,,,,,0.31419108,0.08439342
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94 gate QQQ<SMA200,full,full,2000-01-03,2011-12-30,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,QQQ<SMA200,0.03939221,0.21033709,0.03930907,0.21033758,114129.12395000,81500.00000000,32629.12395000,0.40035735,0.03175062,0.04874388,0.26418481,0.17980159,0.36222870,0.08829835,-0.35958340,1100,2009,0.32736432,2008,-0.29482432,824874.51848866,81.00328822,0.63541793,0.00099391,0.72329694,0.35986723,,,,,0.27555131,0.00015377
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,,0.00141713,0.01202697,0.00129918,0.01101151,129349.84984858,81500.00000000,47849.84984858,0.58711472,0.00102599,0.06634832,0.14979801,0.29193630,0.20832599,0.00145864,-0.70338840,3946,2009,0.65649597,2008,-0.44083763,680984.79095867,68.27213249,0.56276221,0.00083769,0.57016845,0.39834237,,,,,0.42840941,0.13031343
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,QQQ<SMA200,0.05660995,0.31548779,0.05653757,0.31548832,128356.01744308,81500.00000000,46856.01744308,0.57492046,0.03748713,0.06527037,0.27281307,0.24994246,0.37622466,0.07456038,-0.50277554,1143,2009,0.52892939,2008,-0.42092804,654165.08787903,63.73576265,0.47285969,0.00078203,0.62624365,0.39866886,,,,,0.37255784,0.00024612
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA94,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.80000000,,0.00137026,0.01202697,0.00125460,0.01101151,121167.90259922,81500.00000000,39667.90259922,0.48672273,-0.00802693,0.05718906,0.12831385,0.30815065,0.17773874,-0.01141181,-0.70338840,,2009,0.64462490,2008,-0.44083079,1095051.35254386,110.08943662,0.95384936,0.00135079,0.53419903,0.19852208,,,,,0.46442341,0.13031343
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA94 gate QQQ<SMA200,full,full,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.80000000,QQQ<SMA200,0.05680382,0.31548779,0.05673386,0.31548832,119032.08359801,81500.00000000,37532.08359801,0.46051636,0.02730925,0.05468531,0.23528607,0.26874081,0.32313879,0.05432201,-0.50272902,1160,2009,0.51782145,2008,-0.42092024,1130478.14431740,111.88451469,0.86685562,0.00137282,0.59023324,0.19879330,,,,,0.40846459,0.00024612
TQQQ buy-and-hold,full,full,2000-01-03,2011-12-30,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00055372,0.01386031,0.00055809,0.01393427,72423.45712836,81500.00000000,-9076.54287164,-0.11136862,-0.39636996,-0.01770050,-0.02723475,0.97879912,-0.03890444,-0.39645713,-0.99978012,,2009,1.97725493,2000,-0.92293165,81488.87097173,12.22333065,0.11100904,0.00014998,,,,,,,0.99944191,0.98606573
TQQQ50/BIL50 gate QQQ<SMA200,full,full,2000-01-03,2011-12-30,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.12497712,0.49957157,0.12483189,0.49957216,122376.73948208,81500.00000000,40876.73948208,0.50155509,0.01283419,0.05858457,0.19186042,0.29654587,0.26555512,0.01992758,-0.64404167,3969,2003,0.65012879,2000,-0.48145055,396084.54904617,37.88808581,0.29673153,0.00046488,0.62307899,0.49431131,,,,,0.37548141,0.00042784
QQQ,full,full,2000-01-03,2011-12-30,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00077847,0.00764309,0.00077980,0.00769271,107638.39291782,81500.00000000,26138.39291782,0.32071648,-0.04005510,0.04042481,0.03751628,0.32677393,0.05377215,-0.04829430,-0.82939612,,2009,0.54539978,2008,-0.41750481,81492.48732676,8.14924873,0.07595429,0.00009999,,,0.99922020,0.99230729,,,,
SPY benchmark,full,full,2000-01-03,2011-12-30,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00136770,0.00828507,0.00136848,0.00828626,96152.62479824,81500.00000000,14652.62479824,0.17978681,0.00306235,0.02421908,0.12407263,0.22078484,0.17570451,0.00553231,-0.55353848,,2003,0.27835875,2008,-0.36995912,81465.60761152,5.70259253,0.07067246,0.00006997,,,,,0.99863152,0.99171374,,
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,,0.00170346,0.01035393,0.00155914,0.00734422,73670.75284020,57500.00000000,16170.75284020,0.28123048,-0.01644448,0.05224963,0.03461209,0.22008650,0.04822749,-0.02707135,-0.60744961,,2003,0.31423113,2002,-0.23634135,594212.70092588,59.12133460,1.19531668,0.00102820,0.66858797,0.39868057,,,,,0.32970016,0.07854543
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2000-01-03,2007-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,QQQ<SMA200,0.05623242,0.33885353,0.05608863,0.33885378,80506.37603762,57500.00000000,23006.37603762,0.40011089,0.03609603,0.07076823,0.28679988,0.18143841,0.39912872,0.13223552,-0.27296775,1382,2003,0.30053845,2000,-0.20785369,636043.70811200,62.20499495,1.07694350,0.00108183,0.72403638,0.39857478,,,,,0.27441655,0.00015691
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,,0.00174224,0.01035393,0.00159936,0.00734422,71319.28341041,57500.00000000,13819.28341041,0.24033536,-0.02247578,0.04545835,0.01119761,0.22485033,0.01556178,-0.03700023,-0.60744961,,2003,0.31423113,2002,-0.23634135,691498.50524254,68.84280542,1.42590685,0.00119727,0.65923667,0.19901312,,,,,0.33901129,0.07854543
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2000-01-03,2007-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,QQQ<SMA200,0.05669814,0.41196349,0.05655545,0.41196375,77589.27069311,57500.00000000,20089.27069311,0.34937862,0.02948696,0.06307501,0.24952946,0.18683718,0.34587885,0.10802362,-0.27296775,1382,2003,0.30053845,2000,-0.20785369,740479.94616028,72.71051329,1.28456319,0.00126453,0.71510193,0.19990104,,,,,0.28329934,0.00015691
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,,0.00198533,0.01166646,0.00169165,0.01101633,72249.40905881,57500.00000000,14749.40905881,0.25651146,-0.05343336,0.04817251,-0.03523130,0.29828783,-0.04899960,-0.06908210,-0.77347623,,2003,0.50630204,2002,-0.34933457,368112.43046563,36.68301005,0.78232094,0.00063797,0.57300781,0.39806101,,,,,0.42500012,0.11285581
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.07877475,0.44573292,0.07863269,0.44573348,85832.33346111,57500.00000000,28332.33346111,0.49273623,0.03592634,0.08409304,0.26808154,0.23670351,0.37358172,0.08713414,-0.41231073,1389,2003,0.48302046,2000,-0.31851046,416133.84776442,40.28504359,0.67774588,0.00070061,0.65117042,0.39858217,,,,,0.34724250,0.00022908
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,,0.00204040,0.01166646,0.00175085,0.01101633,74422.30893681,57500.00000000,16922.30893681,0.29430102,-0.05229743,0.05437209,-0.00446297,0.32348519,-0.00621464,-0.06761349,-0.77347623,,2003,0.48995197,2002,-0.34933457,701516.90014967,70.02992493,1.52156585,0.00121791,0.51751972,0.19803419,,,,,0.48042893,0.11285581
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.08247922,0.44573292,0.08234108,0.44573348,85400.31002993,57500.00000000,27900.31002993,0.48522278,0.03223040,0.08304461,0.25288018,0.26534630,0.35188513,0.07817018,-0.41231073,1385,2003,0.46691925,2000,-0.31851046,819881.91779782,80.76521609,1.38563547,0.00140461,0.59936201,0.19857296,,,,,0.39901383,0.00022908
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,,0.00185004,0.01415654,0.00162030,0.01114673,71765.66207417,57500.00000000,14265.66207417,0.24809847,-0.00606175,0.04676555,0.07269877,0.20479867,0.10157754,-0.01137981,-0.53267571,,2003,0.31337542,2002,-0.20209845,346709.61441345,34.61288907,0.66961095,0.00060196,0.68755511,0.39847358,,,,,0.31058971,0.08439342
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,fit,fit,2000-01-03,2007-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,QQQ<SMA200,0.04803374,0.21033709,0.04790734,0.21033758,78403.74153365,57500.00000000,20903.74153365,0.36354333,0.03714924,0.06525303,0.29889506,0.17178636,0.41575846,0.15407707,-0.24110817,482,2003,0.29955214,2000,-0.17396110,364780.88351813,35.28225892,0.60874322,0.00061360,0.73484631,0.39917094,,,,,0.26360615,0.00015377
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,,0.00184752,0.01415654,0.00161821,0.01114673,71695.69203234,57500.00000000,14195.69203234,0.24688160,-0.00621593,0.04656122,0.07213595,0.20510172,0.10079310,-0.01166926,-0.53267571,,2003,0.31337542,2002,-0.20209845,351026.28989965,35.09109961,0.67831026,0.00061028,0.68700097,0.36963254,,,,,0.31114632,0.08439342
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94 gate QQQ<SMA200,fit,fit,2000-01-03,2007-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,QQQ<SMA200,0.04796208,0.21033709,0.04783548,0.21033758,78325.27915333,57500.00000000,20825.27915333,0.36217877,0.03698817,0.06504424,0.29772458,0.17214713,0.41414958,0.15335803,-0.24118835,482,2003,0.29955214,2000,-0.17396110,369607.78696166,35.82419593,0.61712071,0.00062303,0.73434989,0.36950416,,,,,0.26416191,0.00015377
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,,0.00186498,0.01202697,0.00168640,0.01101151,76487.95140360,57500.00000000,18987.95140360,0.33022524,-0.02498187,0.06009152,0.05513560,0.28692138,0.07733447,-0.03551646,-0.70338840,,2003,0.48998033,2000,-0.30428204,277188.17969449,27.83327119,0.55087079,0.00048406,0.58041885,0.39834237,,,,,0.41771120,0.13031343
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,QQQ<SMA200,0.06967369,0.31548779,0.06956369,0.31548832,89147.00260730,57500.00000000,31647.00260730,0.55038265,0.04567194,0.09195989,0.30842579,0.23434903,0.43166718,0.12090118,-0.37776255,1383,2003,0.46669360,2000,-0.28570061,284421.33304682,27.24945232,0.45340071,0.00047390,0.64934531,0.39866886,,,,,0.34905553,0.00024612
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA94,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.80000000,,0.00181421,0.01202697,0.00163758,0.01101151,72153.61996349,57500.00000000,14653.61996349,0.25484556,-0.03504857,0.04789470,0.03481616,0.30433428,0.04863960,-0.04982819,-0.70338840,,2003,0.48998033,2000,-0.30428204,436275.92926119,44.00130030,0.90186466,0.00076524,0.53923239,0.19852208,,,,,0.45894640,0.13031343
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA94 gate QQQ<SMA200,fit,fit,2000-01-03,2007-12-31,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.80000000,QQQ<SMA200,0.06987462,0.31548779,0.06976674,0.31548832,83149.12240132,57500.00000000,25649.12240132,0.44607169,0.03370392,0.07749090,0.25812473,0.25545987,0.35930626,0.08921986,-0.37776255,1383,2003,0.46669360,2000,-0.28570061,493216.72809822,48.50524508,0.82069400,0.00084357,0.60814519,0.19879330,,,,,0.39016580,0.00024612
TQQQ buy-and-hold,fit,fit,2000-01-03,2007-12-31,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00082816,0.01386031,0.00083411,0.01393427,67960.68896269,57500.00000000,10460.68896269,0.18192503,-0.48645443,0.03533595,-0.12301540,1.04039536,-0.17618091,-0.48669075,-0.99951444,,2003,1.68279309,2000,-0.92293165,57492.30255319,8.62384538,0.16141249,0.00014998,,,,,,,0.99916589,0.98606573
